day,hour,cost_to_go,T1,T2,H,Occ1,Occ2,price_t,price_previous,vent_counter,low_override_r1,low_override_r2,current_time
0,0,149.41095811823442,21.0,21.0,40.0,32.969097664154,15.4710408718597,4.311188506349689,5.831303587171684,0,0,0,0
0,1,123.5438270801363,22.259381953283082,21.909420817437194,48.71922493648246,32.969097664154,15.4710408718597,4.311188506349689,4.311188506349689,0,0,0,1
0,2,123.5438270801363,20.26274080967607,20.074090213668597,58.35209347337499,34.098941577065816,19.416994739003783,3.524664059340214,4.311188506349689,0,0,0,2
0,3,114.46217319525583,18.702911408778352,21.50237404525661,68.14002304022256,33.61700679934285,20.76037968314361,3.027217961626824,3.524664059340214,0,0,0,3
0,4,95.96681478920841,22.31390597664489,21.26171425928213,78.98910121625781,35.44515142724666,24.827505106282526,3.082559734341235,3.027217961626824,0,0,0,4
0,5,79.4249755232029,19.643969071430874,22.90956296208406,75.23967383725861,32.503181227782214,30.0,3.3083678532011027,3.082559734341235,1,0,0,5
0,6,58.46346979967477,22.8438247643662,18.85393266876653,71.03588126398216,30.24481328432489,29.73411686413934,4.192301144705626,3.3083678532011027,2,0,0,6
0,7,47.52263375294014,18.200055438742265,19.498750944342802,65.80461173374793,24.59216549300006,29.67855933903202,5.470418023367315,4.192301144705626,3,0,0,7
0,8,19.939630971045126,18.0730926937582,18.020810763431992,60.00838268395103,25.69321559175705,25.438845242704595,6.3308398830607695,5.470418023367315,4,0,0,8
0,9,0.0,18.13722168637044,18.032714788198717,69.38258938756617,29.555435016300837,22.523491114894377,7.047661207485221,6.3308398830607695,4,0,0,9
1,0,206.01753124068767,21.0,21.0,40.0,25.7342414983848,16.144992366405123,7.3321530013852945,5.157535487108307,0,0,0,0
1,1,206.01753124068767,19.114684829967697,18.922899847328104,47.53826209566218,25.7342414983848,16.144992366405123,7.3321530013852945,7.3321530013852945,0,0,0,1
1,2,192.66765777008428,17.992989484977198,18.14944702093065,55.19141872958136,22.844535639400757,19.67300121570576,8.648140847410337,7.3321530013852945,0,1,0,2
1,3,156.9412105863093,19.76689458354184,18.10755473171791,64.19587133470586,28.60173119013869,21.42300550499739,7.884593167844987,8.648140847410337,0,1,0,3
1,4,137.0536325847825,20.3743089294809,18.11775129669909,72.81074753653974,24.350130853755847,23.510292489765718,6.095926729207571,7.884593167844987,0,1,0,4
1,5,110.58043098580005,20.2151851094126,18.025683875022445,67.9927544775367,34.47682771181968,22.089877515941293,4.919507707126695,6.095926729207571,1,1,0,5
1,6,85.43896465919902,20.124223062557732,18.041306218358553,62.68286142636451,32.21286023602414,21.62106725746368,4.594508577541502,4.919507707126695,2,1,0,6
1,7,61.040713462841694,20.145168421187837,18.062691221112047,58.28654075079517,37.02063365464495,21.88869592552539,4.360500787747049,4.594508577541502,3,1,0,7
1,8,40.84237776221176,19.989172169292715,17.974196116143492,53.52519174854169,35.76509059783254,21.116303834092516,3.572867359133523,4.360500787747049,4,1,1,8
1,9,21.033945455942845,20.49550613459317,20.772846953329275,65.10577819743516,40.34709562158727,23.989495761154217,3.301405384378153,3.572867359133523,4,1,1,9
2,0,238.23942778961936,21.0,21.0,40.0,27.721293233033787,22.818338600598924,7.647974385457378,7.199748919103557,0,0,0,0
2,1,238.23942778961936,19.154425864660677,19.05636677201198,49.09713373005388,27.721293233033787,22.818338600598924,7.647974385457378,7.647974385457378,0,0,0,1
2,2,228.3334775435279,18.06658387523924,18.117083457079765,58.49182733229344,26.389921148875032,25.80282108578918,8.017705861,7.647974385457378,0,0,0,2
2,3,206.00096394690425,18.055081109271907,18.04545941553974,67.68950366257089,27.307563536933053,23.790638297941637,8.275328396050925,8.017705861,0,0,0,3
2,4,186.1087549628212,18.094165250638365,18.037080357967398,77.22536708732025,29.69078795928531,23.286231067100054,8.302920910912846,8.275328396050925,0,0,0,4
2,5,156.8469308701221,16.35195084774211,18.06587537259994,71.14749467672955,27.937397972883996,21.629977523834345,7.654257442106276,8.302920910912846,1,1,0,5
2,6,108.8918487277783,18.967115730893756,18.072922052968128,65.94872968949066,31.100262650557788,23.35104297589282,6.167881551658359,7.654257442106276,2,1,0,6
