day,hour,cost_to_go,T1,T2,H,Occ1,Occ2,price_t,price_previous,vent_counter,low_override_r1,low_override_r2,current_time
0,0,177.6726759800097,21.0,21.0,40.0,32.969097664154,15.4710408718597,4.311188506349689,5.831303587171684,0,0,0,0
0,1,177.6726759800097,19.259381953283082,18.909420817437194,48.71922493648246,32.969097664154,15.4710408718597,4.311188506349689,4.311188506349689,0,0,0,1
0,2,177.6726759800097,17.56274080967607,17.374090213668598,58.35209347337499,34.098941577065816,19.416994739003783,3.524664059340214,4.311188506349689,0,1,1,2
0,3,159.50936821024877,19.272911408778356,19.07237404525661,68.14002304022256,33.61700679934285,20.76037968314361,3.027217961626824,3.524664059340214,0,1,1,3
0,4,141.01400980420135,21.02690597664489,20.87471425928213,78.98910121625781,35.44515142724666,24.827505106282526,3.082559734341235,3.027217961626824,0,1,1,4
0,5,114.54706697859253,22.025669071430876,22.02126296208406,75.23967383725861,32.503181227782214,30.0,3.3083678532011027,3.082559734341235,1,0,0,5
0,6,106.16246468918128,20.0253547643662,20.016462668766533,71.03588126398216,30.24481328432489,29.73411686413934,4.192301144705626,3.3083678532011027,2,0,0,6
0,7,95.22162864244665,18.052032438742266,18.156427944342802,65.80461173374793,24.59216549300006,29.67855933903202,5.470418023367315,4.192301144705626,3,0,0,7
0,8,82.55994887632511,16.21603590837599,16.179629849714775,60.00838268395103,25.69321559175705,25.438845242704595,6.3308398830607695,5.470418023367315,4,1,1,8
0,9,40.27398163141378,18.070992284355196,17.941275223925427,69.38258938756617,29.555435016300837,22.523491114894377,7.047661207485221,6.3308398830607695,4,1,1,9
1,0,196.89593140936492,21.0,21.0,40.0,25.7342414983848,16.144992366405123,7.3321530013852945,5.157535487108307,0,0,0,0
1,1,196.89593140936492,19.114684829967697,18.922899847328104,47.53826209566218,25.7342414983848,16.144992366405123,7.3321530013852945,7.3321530013852945,0,0,0,1
1,2,196.89593140936492,17.302330971862702,17.296435778180683,55.19141872958136,22.844535639400757,19.67300121570576,8.648140847410337,7.3321530013852945,0,1,1,2
1,3,149.588372402295,19.04789028395751,18.90608432835929,64.19587133470586,28.60173119013869,21.42300550499739,7.884593167844987,8.648140847410337,0,1,1,3
1,4,113.01281202704956,20.637725397590426,20.663470416990094,72.81074753653974,24.350130853755847,23.510292489765718,6.095926729207571,7.884593167844987,0,1,1,4
1,5,73.65675037003601,21.821641522020062,21.566179012282593,67.9927544775367,34.47682771181968,22.089877515941293,4.919507707126695,6.095926729207571,1,1,1,5
1,6,36.90068174970399,22.730457068696058,22.59525996204609,62.68286142636451,32.21286023602414,21.62106725746368,4.594508577541502,4.919507707126695,2,0,0,6
1,7,28.179680174209892,20.659410869241853,20.397331246654456,58.28654075079517,37.02063365464495,21.88869592552539,4.360500787747049,4.594508577541502,3,0,0,7
1,8,21.033945455942845,18.544228919034364,18.329877070535787,53.52519174854169,35.76509059783254,21.116303834092516,3.572867359133523,4.360500787747049,4,0,0,8
1,9,21.033945455942845,17.27543173215104,17.012585289491955,65.10577819743516,40.34709562158727,23.989495761154217,3.301405384378153,3.572867359133523,4,1,1,9
2,0,257.93169717442123,21.0,21.0,40.0,27.721293233033787,22.818338600598924,7.647974385457378,7.199748919103557,0,0,0,0
2,1,257.93169717442123,19.154425864660677,19.05636677201198,49.09713373005388,27.721293233033787,22.818338600598924,7.647974385457378,7.647974385457378,0,0,0,1
