day,hour,cost_to_go,T1,T2,H,Occ1,Occ2,price_t,price_previous,vent_counter,low_override_r1,low_override_r2,current_time
0,0,34.440587318266324,21.0,21.0,40.0,32.969097664154,15.4710408718597,3.48812593193225,0.0,0,0,0,0
0,1,34.440587318266324,19.259381953283082,18.909420817437194,48.71922493648246,32.969097664154,15.4710408718597,3.48812593193225,3.48812593193225,0,0,0,1
0,2,31.515329770855743,18.1511592829508,18.093195283351317,58.35209347337499,34.098941577065816,19.416994739003783,2.237250383112821,3.48812593193225,0,0,0,2
0,3,27.43492066531895,17.85990088680678,15.941156650126265,53.14002304022256,33.61700679934285,20.76037968314361,1.1091079406719566,2.237250383112821,1,1,1,3
0,4,23.19888164399917,18.024272382975212,18.38754272756008,48.98910121625781,35.44515142724666,24.827505106282526,0.5295048776649726,1.1091079406719566,2,1,1,4
0,5,18.814861763465295,19.632576074296743,19.473531346365636,45.23967383725861,32.503181227782214,30.0,0.5480024850667341,0.5295048776649726,3,1,1,5
0,6,16.548891489039,20.778787895794903,20.816287385770526,41.03588126398217,30.24481328432489,29.73411686413934,0.2832462843032866,0.5480024850667341,4,1,1,6
0,7,10.447733536840946,22.457957208373273,22.548435238301224,50.80461173374795,24.59216549300006,29.67855933903202,1.016859658699676,0.2832462843032866,4,0,0,7
0,8,0.0,23.873017715640344,23.840786899680904,60.00838268395104,25.69321559175705,25.438845242704595,1.7412889228068242,1.016859658699676,4,0,0,8
0,9,0.0,21.96478105651418,21.83381142327388,69.38258938756618,29.555435016300837,22.523491114894377,2.587035092277435,1.7412889228068242,4,0,0,9
1,0,95.9389558992763,21.0,21.0,40.0,25.7342414983848,16.144992366405123,3.0877237926443666,0.0,0,0,0,0
1,1,95.9389558992763,19.114684829967697,18.922899847328104,47.53826209566218,25.7342414983848,16.144992366405123,3.0877237926443666,3.0877237926443666,0,0,0,1
1,2,93.04162084865406,18.02222710660369,18.071537238394118,55.19141872958136,22.844535639400757,19.67300121570576,1.9380198740122785,3.0877237926443666,0,0,0,2
1,3,87.28083148535714,17.972661989294366,15.870552447267915,49.195871334705856,28.60173119013869,21.42300550499739,1.4607419500760848,1.9380198740122785,1,1,1,3
1,4,73.84540630762281,17.79383778053666,18.40767387586479,42.810747536539736,24.350130853755847,23.510292489765718,1.679428147216791,1.4607419500760848,2,1,1,4
1,5,52.53223541743009,19.614997312228752,19.183107479712742,37.992754477536714,34.47682771181968,22.089877515941293,2.66414636127409,1.679428147216791,3,1,1,5
1,6,25.919586439586347,20.638620886216753,20.556351976400347,32.682861426364525,32.21286023602414,21.62106725746368,3.326581122230468,2.66414636127409,4,1,1,6
1,7,0.0,22.508515223110617,22.23055714147315,43.28654075079518,37.02063365464495,21.88869592552539,4.319931073264391,3.326581122230468,4,0,0,7
1,8,0.0,20.89889576208621,20.68930745130265,53.525191748541694,35.76509059783254,21.116303834092516,5.473906504024445,4.319931073264391,4,0,0,8
1,9,0.0,19.397490013526713,19.13321450955312,65.10577819743516,40.34709562158727,23.989495761154217,5.904224431669166,5.473906504024445,4,0,0,9
2,0,46.76970201314007,21.0,21.0,40.0,27.721293233033787,22.818338600598924,2.160487259115344,0.0,0,0,0,0
2,1,40.288240235794035,22.154425864660677,19.05636677201198,49.09713373005388,27.721293233033787,22.818338600598924,2.160487259115344,2.160487259115344,0,0,0,1
2,2,40.288240235794035,18.365241147270407,19.282916873803302,58.49182733229344,26.389921148875032,25.80282108578918,0.7137980780762005,2.160487259115344,0,0,0,2
2,3,36.82177178203797,17.907993448188954,16.48712741814958,52.689503662570885,27.307563536933053,23.790638297941637,1.127224405034616,0.7137980780762005,1,1,1,3
2,4,29.037296366548567,18.251195342844625,18.54936401401273,47.22536708732025,29.69078795928531,23.286231067100054,0.9730594269361756,1.127224405034616,2,1,1,4
2,5,18.518111092728468,19.706430069031192,19.49083105869977,41.14749467672955,27.937397972883996,21.629977523834345,1.3148981592275122,0.9730594269361756,3,1,1,5
2,6,9.56381105817161,20.828432908940375,20.738128218546503,35.94872968949066,31.100262650557788,23.35104297589282,1.119287504319607,1.3148981592275122,4,1,1,6
2,7,5.757301252463577,22.434764042009824,22.406448578876244,44.46180637519686,25.032606994366216,22.26226348177931,0.6344183009513386,1.119287504319607,4,0,0,7
2,8,0.0,23.796321963587467,23.723220984955297,53.25517891327986,26.46592526731451,22.386144388702185,0.9595502087439296,0.6344183009513386,4,0,0,8
2,9,0.0,21.798742539648664,21.68041731863367,61.3280115242492,25.930922895586534,18.918147165354213,2.5247596241545507,0.9595502087439296,4,0,0,9
3,0,84.86116159498395,21.0,21.0,40.0,32.26903443186937,16.978933102062314,3.585774298766909,0.0,0,0,0,0
3,1,84.86116159498395,19.24538068863739,18.93957866204125,48.864634156107705,32.26903443186937,16.978933102062314,3.585774298766909,3.585774298766909,0,0,0,1
3,2,81.3576537481645,18.202868130612288,18.133411483472113,58.77483826478002,33.350904657636065,21.70578483498792,2.587347300506578,3.585774298766909,0,0,0,2
3,3,73.21418765629174,17.864646796218047,16.076465004156393,53.853798115216335,30.62293243831953,25.37128895299335,2.1985683194967263,2.587347300506578,1,1,1,3
3,4,56.863058493777665,18.074417579800315,18.465698704145552,49.723147318071454,33.82197200642916,26.56330134276599,2.043891145314259,2.1985683194967263,2,1,1,4
3,5,43.11336472777138,19.759754101533638,19.52706525743634,46.56088787921501,35.765225339686424,30.0,1.7187117207507852,2.043891145314259,3,1,1,5
3,6,24.08011545218335,20.88483782857292,20.873169768000274,42.35971944071693,32.03362218255116,27.959886492459493,2.379156159448504,1.7187117207507852,4,1,1,6
3,7,5.885481989164408,22.663629340605876,22.543109917021802,52.61181945749844,31.57855164606743,25.377559558274285,3.032438910503157,2.379156159448504,4,0,0,7
3,8,5.885481989164408,21.127045750524044,20.984892176957093,63.775981048419766,35.46929499083572,26.55382495872718,3.450322844313641,3.032438910503157,4,0,0,8
3,9,5.885481989164408,19.474939889309077,19.431514318991514,74.49606348015257,31.929797814504514,27.62621569512222,3.5145769360620824,3.450322844313641,4,0,0,9
4,0,145.04809131715237,21.0,21.0,40.0,31.365327650566044,22.007154082152155,6.196280805323791,0.0,0,0,0,0
4,1,145.04809131715237,19.22730655301132,19.040143081643045,49.607046711889275,31.365327650566044,22.007154082152155,6.196280805323791,6.196280805323791,0,0,0,1
4,2,137.40670968380908,18.13365127811403,18.092709832840036,59.675716691222405,31.633591567781178,24.30346387295844,6.631269941074765,6.196280805323791,0,0,0,2
4,3,137.40670968380908,16.930045463394592,16.794158243867248,71.42871682747575,36.35146392844239,28.94298127296512,5.966692813805103,6.631269941074765,0,1,1,3
4,4,93.83344377615461,18.378520590682946,18.155358691321208,68.99888856706754,41.51534535158693,28.31894209058969,5.446658238456807,5.966692813805103,1,1,1,4
4,5,58.618582295634944,19.655865505214543,19.61642506011862,65.75638970120758,35.319450745222504,30.0,4.401857685064957,5.446658238456807,2,1,1,5
4,6,36.64736128720628,21.014098822975388,20.74394374510964,61.67321923477422,37.37420676699273,23.27484619726643,2.746402626053583,4.401857685064957,3,1,1,6
4,7,17.53083134662804,22.07995398493351,21.869828888285554,58.21242852263234,39.33264963313126,24.77406863274712,2.3895662425722803,2.746402626053583,4,0,1,7
4,8,4.429401281314776,23.60440231019974,23.479444903945847,70.30512040724344,38.29068417179338,28.890937409379404,2.1835716775522105,2.3895662425722803,4,0,0,8
4,9,0.0,21.07632477221874,20.986974589110094,66.76434399424842,35.002111755189766,28.660241505949053,2.214700640657388,2.1835716775522105,5,0,0,9
5,0,200.38184810132168,21.0,21.0,40.0,32.81367886473842,16.657447977782923,7.626198917282052,0.0,0,0,0,0
5,1,200.38184810132168,19.25627357729477,18.93314895955566,48.90480283165384,32.81367886473842,16.657447977782923,7.626198917282052,7.626198917282052,0,0,0,1
5,2,190.38372557412146,18.11162529305689,18.073849352713065,58.18749294771116,31.606218228676816,19.96428241608611,7.878775016079938,7.626198917282052,0,0,0,2
5,3,190.38372557412146,16.86232856456191,16.614943582425376,68.04928940948483,33.86182316647451,20.925934954490288,7.568433150630026,7.878775016079938,0,1,1,3
5,4,147.62794033802274,18.825984648058586,18.656544161781024,78.55745253781963,35.28074154611529,23.09794250018918,7.125964206016454,7.568433150630026,0,1,1,4
5,5,96.1903840104814,20.062671874208938,19.883676402077942,73.69741189507597,33.91224422051305,22.42086331979994,6.429694540942667,7.125964206016454,1,1,1,5
5,6,56.11210011572142,21.150018930971296,21.121403672468322,68.7747942881088,30.050576373092493,25.934881365978743,5.009785486844997,6.429694540942667,2,1,1,6
5,7,20.87567650688183,22.103559744888774,22.102349300371692,63.46076083796737,27.15033819019525,26.66058708679685,4.404552951104948,5.009785486844997,3,0,0,7
5,8,12.002659503317798,19.901379210317188,19.780979032068455,58.46542998320365,30.809830415752774,24.771664835559893,4.436508501782018,4.404552951104948,4,0,0,8
5,9,12.002659503317798,18.541253499550912,18.29912221218745,70.27040139514993,39.74787077635845,25.835303734454214,5.475309228596505,4.436508501782018,4,0,0,9
6,0,72.90787804644772,21.0,21.0,40.0,29.01257819165574,17.67497995388691,5.474584484043433,0.0,0,0,0,0
6,1,72.90787804644772,19.180251563833117,18.95349959907774,48.40376046619768,29.01257819165574,17.67497995388691,5.474584484043433,5.474584484043433,0,0,0,1
