day,hour,cost_to_go,T1,T2,H,Occ1,Occ2,price_t,price_previous,vent_counter,low_override_r1,low_override_r2,current_time
0,0,53.75451083471953,21.0,21.0,40.0,32.969097664154,15.4710408718597,3.48812593193225,0.0,0,0,0,0
0,1,53.75451083471953,19.259381953283082,18.909420817437194,48.71922493648246,32.969097664154,15.4710408718597,3.48812593193225,3.48812593193225,0,0,0,1
0,2,53.75451083471953,17.56274080967607,17.374090213668598,58.35209347337499,34.098941577065816,19.416994739003783,2.237250383112821,3.48812593193225,0,1,1,2
0,3,47.09986319068779,19.272911408778356,19.07237404525661,68.14002304022256,33.61700679934285,20.76037968314361,1.1091079406719566,2.237250383112821,0,1,1,3
0,4,43.922833924697954,21.02690597664489,20.87471425928213,78.98910121625781,35.44515142724666,24.827505106282526,0.5295048776649726,1.1091079406719566,0,1,1,4
0,5,39.538814044164084,22.025669071430876,22.02126296208406,75.23967383725861,32.503181227782214,30.0,0.5480024850667341,0.5295048776649726,1,0,0,5
0,6,38.972321475557514,20.0253547643662,20.016462668766533,71.03588126398216,30.24481328432489,29.73411686413934,0.2832462843032866,0.5480024850667341,2,0,0,6
0,7,36.93860215815816,18.052032438742266,18.156427944342802,65.80461173374793,24.59216549300006,29.67855933903202,1.016859658699676,0.2832462843032866,3,0,0,7
0,8,33.456024312544514,16.21603590837599,16.179629849714775,60.00838268395103,25.69321559175705,25.438845242704595,1.7412889228068242,1.016859658699676,4,1,1,8
0,9,17.9338137588799,18.070992284355196,17.941275223925427,69.38258938756617,29.555435016300837,22.523491114894377,2.587035092277435,1.7412889228068242,4,1,1,9
1,0,122.58210639416271,21.0,21.0,40.0,25.7342414983848,16.144992366405123,3.0877237926443666,0.0,0,0,0,0
1,1,122.58210639416271,19.114684829967697,18.922899847328104,47.53826209566218,25.7342414983848,16.144992366405123,3.0877237926443666,3.0877237926443666,0,0,0,1
1,2,122.58210639416271,17.302330971862702,17.296435778180683,55.19141872958136,22.844535639400757,19.67300121570576,1.9380198740122785,3.0877237926443666,0,1,1,2
1,3,113.8176546937062,19.04789028395751,18.90608432835929,64.19587133470586,28.60173119013869,21.42300550499739,1.4607419500760848,1.9380198740122785,0,1,1,3
1,4,103.74108581040545,20.637725397590426,20.663470416990094,72.81074753653974,24.350130853755847,23.510292489765718,1.679428147216791,1.4607419500760848,0,1,1,4
1,5,82.42791492021273,21.821641522020062,21.566179012282593,67.9927544775367,34.47682771181968,22.089877515941293,2.66414636127409,1.679428147216791,1,1,1,5
1,6,55.81526594236899,22.730457068696058,22.59525996204609,62.68286142636451,32.21286023602414,21.62106725746368,3.326581122230468,2.66414636127409,2,0,0,6
1,7,47.175403795840204,20.659410869241853,20.397331246654456,58.28654075079517,37.02063365464495,21.88869592552539,4.319931073264391,3.326581122230468,3,0,0,7
1,8,36.227590787791314,18.544228919034364,18.329877070535787,53.52519174854169,35.76509059783254,21.116303834092516,5.473906504024445,4.319931073264391,4,0,0,8
1,9,36.227590787791314,17.27543173215104,17.012585289491955,65.10577819743516,40.34709562158727,23.989495761154217,5.904224431669166,5.473906504024445,4,1,1,9
2,0,54.45015513810219,21.0,21.0,40.0,27.721293233033787,22.818338600598924,2.160487259115344,0.0,0,0,0,0
